************ Start ************
dataset: text_classification , method: GRU text classification , setting: train test already split , result: saver , evaluation: accuracy
loading data...
method running...
--start training...
RNN_model(
  (encoder): Embedding(46159, 50, padding_idx=0)
  (encoder_dropout): Dropout(p=0.6, inplace=False)
  (rnn): GRU(50, 128, num_layers=2, batch_first=True, dropout=0.5, bidirectional=True)
  (batchnorm): BatchNorm1d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
Epoch[3] Batch[30/195] Loss[0.3224] Loss-Avg[0.3162] Acc[85.938] Acc-Avg[86.744]
Epoch[3] Batch[40/195] Loss[0.2590] Loss-Avg[0.3155] Acc[88.281] Acc-Avg[86.604]
Epoch[3] Batch[50/195] Loss[0.2870] Loss-Avg[0.3149] Acc[89.062] Acc-Avg[86.642]
Epoch[3] Batch[60/195] Loss[0.2788] Loss-Avg[0.3173] Acc[86.719] Acc-Avg[86.463]
Epoch[3] Batch[70/195] Loss[0.2959] Loss-Avg[0.3141] Acc[90.625] Acc-Avg[86.587]
Epoch[3] Batch[80/195] Loss[0.2931] Loss-Avg[0.3141] Acc[87.500] Acc-Avg[86.728]
Epoch[3] Batch[90/195] Loss[0.3045] Loss-Avg[0.3140] Acc[86.719] Acc-Avg[86.719]
Epoch[3] Batch[100/195] Loss[0.2326] Loss-Avg[0.3114] Acc[90.625] Acc-Avg[86.819]
Epoch[3] Batch[110/195] Loss[0.2897] Loss-Avg[0.3155] Acc[84.375] Acc-Avg[86.599]
Epoch[3] Batch[120/195] Loss[0.2578] Loss-Avg[0.3142] Acc[90.625] Acc-Avg[86.686]
Epoch[3] Batch[130/195] Loss[0.3069] Loss-Avg[0.3131] Acc[85.156] Acc-Avg[86.737]
Epoch[3] Batch[140/195] Loss[0.2964] Loss-Avg[0.3126] Acc[86.719] Acc-Avg[86.769]
Epoch[3] Batch[150/195] Loss[0.2006] Loss-Avg[0.3108] Acc[92.969] Acc-Avg[86.838]
Epoch[3] Batch[160/195] Loss[0.3336] Loss-Avg[0.3103] Acc[83.594] Acc-Avg[86.889]
Epoch[3] Batch[170/195] Loss[0.3773] Loss-Avg[0.3090] Acc[83.594] Acc-Avg[86.956]
Epoch[3] Batch[180/195] Loss[0.3539] Loss-Avg[0.3082] Acc[85.938] Acc-Avg[87.051]
Epoch[3] Batch[190/195] Loss[0.2722] Loss-Avg[0.3081] Acc[88.281] Acc-Avg[87.042]
Test Acc[89.628]
Epoch[4] Batch[10/195] Loss[0.1793] Loss-Avg[0.2188] Acc[92.969] Acc-Avg[91.193]
Epoch[4] Batch[20/195] Loss[0.1612] Loss-Avg[0.2124] Acc[94.531] Acc-Avg[91.667]
Epoch[4] Batch[30/195] Loss[0.2367] Loss-Avg[0.2170] Acc[92.188] Acc-Avg[91.482]
Epoch[4] Batch[40/195] Loss[0.2962] Loss-Avg[0.2243] Acc[87.500] Acc-Avg[91.197]
Epoch[4] Batch[50/195] Loss[0.2319] Loss-Avg[0.2245] Acc[90.625] Acc-Avg[91.161]
Epoch[4] Batch[60/195] Loss[0.2836] Loss-Avg[0.2289] Acc[90.625] Acc-Avg[90.971]
Epoch[4] Batch[70/195] Loss[0.2765] Loss-Avg[0.2292] Acc[87.500] Acc-Avg[90.900]
Epoch[4] Batch[80/195] Loss[0.2302] Loss-Avg[0.2296] Acc[90.625] Acc-Avg[90.837]
Epoch[4] Batch[90/195] Loss[0.2296] Loss-Avg[0.2326] Acc[89.844] Acc-Avg[90.668]
Epoch[4] Batch[100/195] Loss[0.2274] Loss-Avg[0.2327] Acc[92.969] Acc-Avg[90.687]
Epoch[4] Batch[110/195] Loss[0.1877] Loss-Avg[0.2344] Acc[93.750] Acc-Avg[90.562]
Epoch[4] Batch[120/195] Loss[0.2352] Loss-Avg[0.2328] Acc[89.062] Acc-Avg[90.619]
Epoch[4] Batch[130/195] Loss[0.3249] Loss-Avg[0.2353] Acc[83.594] Acc-Avg[90.464]
Epoch[4] Batch[140/195] Loss[0.1863] Loss-Avg[0.2375] Acc[93.750] Acc-Avg[90.426]
Epoch[4] Batch[150/195] Loss[0.2732] Loss-Avg[0.2390] Acc[89.844] Acc-Avg[90.356]
Epoch[4] Batch[160/195] Loss[0.3151] Loss-Avg[0.2396] Acc[89.062] Acc-Avg[90.329]
Epoch[4] Batch[170/195] Loss[0.1910] Loss-Avg[0.2394] Acc[92.188] Acc-Avg[90.342]
Epoch[4] Batch[180/195] Loss[0.3027] Loss-Avg[0.2396] Acc[89.062] Acc-Avg[90.327]
Epoch[4] Batch[190/195] Loss[0.1802] Loss-Avg[0.2391] Acc[92.969] Acc-Avg[90.343]
Test Acc[94.956]
Epoch[5] Batch[10/195] Loss[0.1092] Loss-Avg[0.1460] Acc[97.656] Acc-Avg[95.028]
Epoch[5] Batch[20/195] Loss[0.2233] Loss-Avg[0.1610] Acc[91.406] Acc-Avg[93.824]
Epoch[5] Batch[30/195] Loss[0.3340] Loss-Avg[0.1626] Acc[85.938] Acc-Avg[93.725]
Epoch[5] Batch[40/195] Loss[0.2038] Loss-Avg[0.1647] Acc[92.188] Acc-Avg[93.674]
Epoch[5] Batch[50/195] Loss[0.2102] Loss-Avg[0.1686] Acc[88.281] Acc-Avg[93.336]
Epoch[5] Batch[60/195] Loss[0.0906] Loss-Avg[0.1717] Acc[96.875] Acc-Avg[93.238]
Epoch[5] Batch[70/195] Loss[0.2508] Loss-Avg[0.1737] Acc[88.281] Acc-Avg[93.035]
Epoch[5] Batch[80/195] Loss[0.1667] Loss-Avg[0.1714] Acc[92.188] Acc-Avg[93.113]
Epoch[5] Batch[90/195] Loss[0.2630] Loss-Avg[0.1732] Acc[90.625] Acc-Avg[93.072]
Epoch[5] Batch[100/195] Loss[0.1332] Loss-Avg[0.1746] Acc[94.531] Acc-Avg[93.062]
Epoch[5] Batch[110/195] Loss[0.2390] Loss-Avg[0.1758] Acc[89.844] Acc-Avg[93.011]
Epoch[5] Batch[120/195] Loss[0.1581] Loss-Avg[0.1784] Acc[95.312] Acc-Avg[92.904]
Epoch[5] Batch[130/195] Loss[0.2434] Loss-Avg[0.1804] Acc[89.844] Acc-Avg[92.796]
Epoch[5] Batch[140/195] Loss[0.2599] Loss-Avg[0.1811] Acc[89.844] Acc-Avg[92.758]
Epoch[5] Batch[150/195] Loss[0.2476] Loss-Avg[0.1864] Acc[89.844] Acc-Avg[92.576]
Epoch[5] Batch[160/195] Loss[0.1386] Loss-Avg[0.1860] Acc[96.875] Acc-Avg[92.581]
Epoch[5] Batch[170/195] Loss[0.2914] Loss-Avg[0.1875] Acc[90.625] Acc-Avg[92.571]
Epoch[5] Batch[180/195] Loss[0.1957] Loss-Avg[0.1879] Acc[91.406] Acc-Avg[92.533]
Epoch[5] Batch[190/195] Loss[0.2357] Loss-Avg[0.1894] Acc[91.406] Acc-Avg[92.462]
Test Acc[96.928]
Epoch[6] Batch[10/195] Loss[0.0812] Loss-Avg[0.1160] Acc[98.438] Acc-Avg[96.165]
Epoch[6] Batch[20/195] Loss[0.1317] Loss-Avg[0.1206] Acc[94.531] Acc-Avg[95.759]
Epoch[6] Batch[30/195] Loss[0.1699] Loss-Avg[0.1192] Acc[92.188] Acc-Avg[95.539]
Epoch[6] Batch[40/195] Loss[0.1730] Loss-Avg[0.1185] Acc[93.750] Acc-Avg[95.579]
Epoch[6] Batch[50/195] Loss[0.1170] Loss-Avg[0.1196] Acc[95.312] Acc-Avg[95.512]
Epoch[6] Batch[60/195] Loss[0.1505] Loss-Avg[0.1208] Acc[92.969] Acc-Avg[95.569]
Epoch[6] Batch[70/195] Loss[0.1898] Loss-Avg[0.1256] Acc[92.969] Acc-Avg[95.379]
Epoch[6] Batch[80/195] Loss[0.1359] Loss-Avg[0.1274] Acc[93.750] Acc-Avg[95.284]
Epoch[6] Batch[90/195] Loss[0.1633] Loss-Avg[0.1325] Acc[95.312] Acc-Avg[95.029]
Epoch[6] Batch[100/195] Loss[0.1971] Loss-Avg[0.1351] Acc[92.188] Acc-Avg[94.887]
Epoch[6] Batch[110/195] Loss[0.2534] Loss-Avg[0.1378] Acc[91.406] Acc-Avg[94.799]
Epoch[6] Batch[120/195] Loss[0.1654] Loss-Avg[0.1410] Acc[95.312] Acc-Avg[94.712]
Epoch[6] Batch[130/195] Loss[0.1993] Loss-Avg[0.1441] Acc[91.406] Acc-Avg[94.573]
Epoch[6] Batch[140/195] Loss[0.1468] Loss-Avg[0.1451] Acc[92.969] Acc-Avg[94.515]
Epoch[6] Batch[150/195] Loss[0.1236] Loss-Avg[0.1483] Acc[95.312] Acc-Avg[94.392]
Epoch[6] Batch[160/195] Loss[0.1001] Loss-Avg[0.1505] Acc[97.656] Acc-Avg[94.308]
Epoch[6] Batch[170/195] Loss[0.2081] Loss-Avg[0.1536] Acc[90.625] Acc-Avg[94.116]
Epoch[6] Batch[180/195] Loss[0.1811] Loss-Avg[0.1562] Acc[91.406] Acc-Avg[93.987]
Epoch[6] Batch[190/195] Loss[0.1736] Loss-Avg[0.1580] Acc[92.969] Acc-Avg[93.881]
Test Acc[97.972]
Epoch[7] Batch[10/195] Loss[0.0701] Loss-Avg[0.0949] Acc[96.094] Acc-Avg[96.449]
Epoch[7] Batch[20/195] Loss[0.1265] Loss-Avg[0.0918] Acc[96.094] Acc-Avg[96.540]
Epoch[7] Batch[30/195] Loss[0.1651] Loss-Avg[0.0950] Acc[94.531] Acc-Avg[96.371]
Epoch[7] Batch[40/195] Loss[0.0623] Loss-Avg[0.0930] Acc[97.656] Acc-Avg[96.399]
Epoch[7] Batch[50/195] Loss[0.0615] Loss-Avg[0.0990] Acc[97.656] Acc-Avg[96.232]
Epoch[7] Batch[60/195] Loss[0.1077] Loss-Avg[0.1005] Acc[95.312] Acc-Avg[96.119]
Epoch[7] Batch[70/195] Loss[0.0743] Loss-Avg[0.1022] Acc[96.094] Acc-Avg[95.973]
Epoch[7] Batch[80/195] Loss[0.0987] Loss-Avg[0.1069] Acc[95.312] Acc-Avg[95.843]
Epoch[7] Batch[90/195] Loss[0.0959] Loss-Avg[0.1102] Acc[96.094] Acc-Avg[95.647]
Epoch[7] Batch[100/195] Loss[0.1193] Loss-Avg[0.1127] Acc[95.312] Acc-Avg[95.560]
Epoch[7] Batch[110/195] Loss[0.2018] Loss-Avg[0.1182] Acc[90.625] Acc-Avg[95.376]
Epoch[7] Batch[120/195] Loss[0.1552] Loss-Avg[0.1204] Acc[92.969] Acc-Avg[95.293]
Epoch[7] Batch[130/195] Loss[0.2272] Loss-Avg[0.1223] Acc[89.844] Acc-Avg[95.217]
Epoch[7] Batch[140/195] Loss[0.1782] Loss-Avg[0.1243] Acc[93.750] Acc-Avg[95.152]
Epoch[7] Batch[150/195] Loss[0.1976] Loss-Avg[0.1274] Acc[91.406] Acc-Avg[94.992]
Epoch[7] Batch[160/195] Loss[0.1681] Loss-Avg[0.1292] Acc[92.188] Acc-Avg[94.866]
Epoch[7] Batch[170/195] Loss[0.1868] Loss-Avg[0.1322] Acc[92.188] Acc-Avg[94.728]
Epoch[7] Batch[180/195] Loss[0.1592] Loss-Avg[0.1334] Acc[94.531] Acc-Avg[94.695]
Epoch[7] Batch[190/195] Loss[0.1871] Loss-Avg[0.1358] Acc[92.969] Acc-Avg[94.601]
Test Acc[98.340]
Epoch[8] Batch[10/195] Loss[0.0860] Loss-Avg[0.0743] Acc[97.656] Acc-Avg[97.443]
Epoch[8] Batch[20/195] Loss[0.0637] Loss-Avg[0.0802] Acc[97.656] Acc-Avg[97.135]
Epoch[8] Batch[30/195] Loss[0.1087] Loss-Avg[0.0829] Acc[97.656] Acc-Avg[97.051]
Epoch[8] Batch[40/195] Loss[0.1152] Loss-Avg[0.0864] Acc[94.531] Acc-Avg[96.913]
Epoch[8] Batch[50/195] Loss[0.1818] Loss-Avg[0.0920] Acc[92.188] Acc-Avg[96.645]
Epoch[8] Batch[60/195] Loss[0.0938] Loss-Avg[0.0930] Acc[96.094] Acc-Avg[96.529]
Epoch[8] Batch[70/195] Loss[0.0731] Loss-Avg[0.0947] Acc[97.656] Acc-Avg[96.402]
Epoch[8] Batch[80/195] Loss[0.1343] Loss-Avg[0.0974] Acc[96.094] Acc-Avg[96.306]
Epoch[8] Batch[90/195] Loss[0.1350] Loss-Avg[0.0998] Acc[95.312] Acc-Avg[96.171]
Epoch[8] Batch[100/195] Loss[0.1726] Loss-Avg[0.1024] Acc[92.969] Acc-Avg[96.024]
Epoch[8] Batch[110/195] Loss[0.1103] Loss-Avg[0.1034] Acc[94.531] Acc-Avg[95.974]
Epoch[8] Batch[120/195] Loss[0.1697] Loss-Avg[0.1070] Acc[92.188] Acc-Avg[95.894]
Epoch[8] Batch[130/195] Loss[0.1525] Loss-Avg[0.1089] Acc[94.531] Acc-Avg[95.813]
Epoch[8] Batch[140/195] Loss[0.1626] Loss-Avg[0.1112] Acc[94.531] Acc-Avg[95.695]
Epoch[8] Batch[150/195] Loss[0.1425] Loss-Avg[0.1132] Acc[92.969] Acc-Avg[95.587]
Epoch[8] Batch[160/195] Loss[0.1167] Loss-Avg[0.1141] Acc[96.875] Acc-Avg[95.545]
Epoch[8] Batch[170/195] Loss[0.1435] Loss-Avg[0.1163] Acc[94.531] Acc-Avg[95.472]
Epoch[8] Batch[180/195] Loss[0.1662] Loss-Avg[0.1181] Acc[93.750] Acc-Avg[95.399]
Epoch[8] Batch[190/195] Loss[0.1805] Loss-Avg[0.1200] Acc[93.750] Acc-Avg[95.329]
Test Acc[98.348]
Epoch[9] Batch[10/195] Loss[0.0975] Loss-Avg[0.0832] Acc[96.094] Acc-Avg[96.733]
Epoch[9] Batch[20/195] Loss[0.0445] Loss-Avg[0.0820] Acc[99.219] Acc-Avg[96.987]
Epoch[9] Batch[30/195] Loss[0.0961] Loss-Avg[0.0865] Acc[97.656] Acc-Avg[96.925]
Epoch[9] Batch[40/195] Loss[0.1406] Loss-Avg[0.0881] Acc[95.312] Acc-Avg[96.894]
Epoch[9] Batch[50/195] Loss[0.0754] Loss-Avg[0.0912] Acc[96.875] Acc-Avg[96.706]
Epoch[9] Batch[60/195] Loss[0.0939] Loss-Avg[0.0934] Acc[96.094] Acc-Avg[96.516]
Epoch[9] Batch[70/195] Loss[0.0697] Loss-Avg[0.0933] Acc[96.875] Acc-Avg[96.490]
Epoch[9] Batch[80/195] Loss[0.1220] Loss-Avg[0.0944] Acc[94.531] Acc-Avg[96.431]
Epoch[9] Batch[90/195] Loss[0.1372] Loss-Avg[0.0941] Acc[95.312] Acc-Avg[96.480]
Epoch[9] Batch[100/195] Loss[0.0981] Loss-Avg[0.0962] Acc[95.312] Acc-Avg[96.403]
Epoch[9] Batch[110/195] Loss[0.1053] Loss-Avg[0.0973] Acc[96.094] Acc-Avg[96.326]
Epoch[9] Batch[120/195] Loss[0.2578] Loss-Avg[0.1013] Acc[90.625] Acc-Avg[96.165]
Epoch[9] Batch[130/195] Loss[0.1016] Loss-Avg[0.1014] Acc[95.312] Acc-Avg[96.130]
Epoch[9] Batch[140/195] Loss[0.1129] Loss-Avg[0.1037] Acc[94.531] Acc-Avg[96.038]
Epoch[9] Batch[150/195] Loss[0.1336] Loss-Avg[0.1057] Acc[93.750] Acc-Avg[95.913]
Epoch[9] Batch[160/195] Loss[0.0880] Loss-Avg[0.1059] Acc[96.094] Acc-Avg[95.851]
Epoch[9] Batch[170/195] Loss[0.2169] Loss-Avg[0.1098] Acc[94.531] Acc-Avg[95.710]
Epoch[9] Batch[180/195] Loss[0.0882] Loss-Avg[0.1120] Acc[97.656] Acc-Avg[95.623]
Epoch[9] Batch[190/195] Loss[0.1019] Loss-Avg[0.1126] Acc[93.750] Acc-Avg[95.562]
Test Acc[98.792]
Epoch[10] Batch[10/195] Loss[0.0826] Loss-Avg[0.0949] Acc[96.875] Acc-Avg[96.591]
Epoch[10] Batch[20/195] Loss[0.0819] Loss-Avg[0.0821] Acc[95.312] Acc-Avg[96.912]
Epoch[10] Batch[30/195] Loss[0.0314] Loss-Avg[0.0767] Acc[100.000] Acc-Avg[97.051]
Epoch[10] Batch[40/195] Loss[0.0519] Loss-Avg[0.0740] Acc[98.438] Acc-Avg[97.046]
Epoch[10] Batch[50/195] Loss[0.0291] Loss-Avg[0.0737] Acc[99.219] Acc-Avg[97.013]
Epoch[10] Batch[60/195] Loss[0.0578] Loss-Avg[0.0751] Acc[98.438] Acc-Avg[97.054]
Epoch[10] Batch[70/195] Loss[0.0820] Loss-Avg[0.0786] Acc[95.312] Acc-Avg[96.853]
Epoch[10] Batch[80/195] Loss[0.1351] Loss-Avg[0.0808] Acc[93.750] Acc-Avg[96.779]
Epoch[10] Batch[90/195] Loss[0.1991] Loss-Avg[0.0835] Acc[89.844] Acc-Avg[96.617]
Epoch[10] Batch[100/195] Loss[0.1038] Loss-Avg[0.0856] Acc[96.094] Acc-Avg[96.527]
Epoch[10] Batch[110/195] Loss[0.0928] Loss-Avg[0.0872] Acc[96.094] Acc-Avg[96.439]
Epoch[10] Batch[120/195] Loss[0.1114] Loss-Avg[0.0889] Acc[96.875] Acc-Avg[96.449]
Epoch[10] Batch[130/195] Loss[0.0507] Loss-Avg[0.0901] Acc[97.656] Acc-Avg[96.416]
Epoch[10] Batch[140/195] Loss[0.1233] Loss-Avg[0.0934] Acc[95.312] Acc-Avg[96.332]
Epoch[10] Batch[150/195] Loss[0.1876] Loss-Avg[0.0964] Acc[92.969] Acc-Avg[96.223]
Epoch[10] Batch[160/195] Loss[0.1621] Loss-Avg[0.0995] Acc[93.750] Acc-Avg[96.123]
Epoch[10] Batch[170/195] Loss[0.1903] Loss-Avg[0.1015] Acc[92.188] Acc-Avg[96.085]
Epoch[10] Batch[180/195] Loss[0.1437] Loss-Avg[0.1031] Acc[93.750] Acc-Avg[95.986]
Epoch[10] Batch[190/195] Loss[0.1696] Loss-Avg[0.1054] Acc[92.969] Acc-Avg[95.897]
Test Acc[98.376]
--start testing...
Test Acc[98.376]
saving results...
evaluating performance...
************ Overall Performance ************
GRU text classification Accuracy: 0.96464 +/- None
************ Finish ************
